Log_ID,Equipment_ID,Base_ID,Service_Date,Service_Type,Technician_Rank,Labor_Hours,Parts_Replaced,Cost_INR,Downtime_Days
ML-7679,EQ-1897,B04,2025-12-08,Routine Preventive,Naik Mech,8,"Alternator, Belt Drive",16632,1
ML-7680,EQ-1898,B02,2026-05-22,Pre-Mission Inspection,Subedar Tech,6,"Starter Motor, Battery",52320,1
ML-7681,EQ-1898,B02,2026-02-11,Corrective Repair,Subedar Tech,12,"Brake Pads, Hydraulic Line",58197,3
ML-7682,EQ-1898,B02,2025-11-08,Emergency Repair,Warrant Officer,4,"Injector Nozzle, Fuel Filter",46634,5
ML-7683,EQ-1898,B02,2025-08-20,Emergency Repair,Subedar Tech,48,"Oil Filter, Gaskets",57275,1
ML-7684,EQ-1899,B06,2026-06-02,Pre-Mission Inspection,Subedar Tech,8,"Radiator Core, Coolant",43678,1
ML-7685,EQ-1899,B06,2026-03-15,Routine Preventive,Warrant Officer,48,"Injector Nozzle, Fuel Filter",46171,1
ML-7686,EQ-1899,B06,2025-12-24,Corrective Repair,Subedar Tech,24,"Starter Motor, Battery",46783,5
ML-7687,EQ-1899,B06,2025-10-14,Routine Preventive,Subedar Tech,4,"Radiator Core, Coolant",36656,1
ML-7688,EQ-1900,B08,2026-07-05,Emergency Repair,Havildar Tech,6,"Brake Pads, Hydraulic Line",75944,7
ML-7689,EQ-1900,B08,2026-06-06,Routine Preventive,Havildar Tech,16,"Radiator Core, Coolant",85288,1
ML-7690,EQ-1901,B01,2026-05-07,Pre-Mission Inspection,Sergeant,4,"Starter Motor, Battery",41923,1
ML-7691,EQ-1901,B01,2026-02-04,Pre-Mission Inspection,Sergeant,6,"Brake Pads, Hydraulic Line",52615,1
ML-7692,EQ-1901,B01,2025-11-07,Emergency Repair,Sergeant,8,"Alternator, Belt Drive",46377,1
ML-7693,EQ-1902,B05,2026-05-12,Oil & Filter Overhaul,Warrant Officer,48,"Oil Filter, Gaskets",48903,1
ML-7694,EQ-1902,B05,2026-02-04,Emergency Repair,Sergeant,48,"Injector Nozzle, Fuel Filter",55552,5
ML-7695,EQ-1902,B05,2025-11-13,Pre-Mission Inspection,Havildar Tech,16,"Radiator Core, Coolant",47125,1
ML-7696,EQ-1902,B05,2025-08-11,Oil & Filter Overhaul,Sergeant,48,"Alternator, Belt Drive",53323,1
ML-7697,EQ-1903,B04,2026-06-16,Pre-Mission Inspection,Havildar Tech,6,"Sensors, Wiring Harness",10695,1
ML-7698,EQ-1903,B04,2026-04-08,Oil & Filter Overhaul,Sergeant,48,"Sensors, Wiring Harness",17078,1
ML-7699,EQ-1903,B04,2026-02-12,Routine Preventive,Sergeant,24,"Brake Pads, Hydraulic Line",13309,1
ML-7700,EQ-1903,B04,2025-12-21,Corrective Repair,Naik Mech,16,"Injector Nozzle, Fuel Filter",16398,3
ML-7701,EQ-1904,B03,2026-05-18,Oil & Filter Overhaul,Sergeant,8,"Radiator Core, Coolant",42158,1
ML-7702,EQ-1904,B03,2026-02-12,Emergency Repair,Subedar Tech,8,"Tire Assembly, Hub Bearing",58923,5
ML-7703,EQ-1904,B03,2025-11-10,Routine Preventive,Subedar Tech,24,"Oil Filter, Gaskets",50973,1
ML-7704,EQ-1904,B03,2025-08-18,Emergency Repair,Warrant Officer,24,"Injector Nozzle, Fuel Filter",42571,5
ML-7705,EQ-1905,B02,2026-06-08,Routine Preventive,Subedar Tech,8,"Tire Assembly, Hub Bearing",13590,1
ML-7706,EQ-1905,B02,2026-04-21,Pre-Mission Inspection,Havildar Tech,8,"Brake Pads, Hydraulic Line",10973,1
ML-7707,EQ-1905,B02,2026-02-06,Oil & Filter Overhaul,Warrant Officer,8,"Oil Filter, Gaskets",17300,1
ML-7708,EQ-1905,B02,2025-12-15,Oil & Filter Overhaul,Sergeant,6,"Starter Motor, Battery",14938,1
ML-7709,EQ-1906,B02,2026-07-03,Routine Preventive,Sergeant,4,"Sensors, Wiring Harness",27633,1
ML-7710,EQ-1906,B02,2026-05-06,Routine Preventive,Havildar Tech,24,"Tire Assembly, Hub Bearing",33211,1
ML-7711,EQ-1907,B03,2026-06-15,Routine Preventive,Subedar Tech,16,"Starter Motor, Battery",12107,1
ML-7712,EQ-1907,B03,2026-04-25,Routine Preventive,Naik Mech,12,"Radiator Core, Coolant",14939,1
ML-7713,EQ-1908,B01,2026-06-22,Corrective Repair,Havildar Tech,12,"Alternator, Belt Drive",14815,2
ML-7714,EQ-1908,B01,2026-04-12,Routine Preventive,Naik Mech,8,"Sensors, Wiring Harness",13546,1
ML-7715,EQ-1909,B02,2026-05-15,Emergency Repair,Sergeant,4,"Radiator Core, Coolant",43776,5
ML-7716,EQ-1909,B02,2026-02-23,Emergency Repair,Havildar Tech,4,"Radiator Core, Coolant",52053,1
ML-7717,EQ-1909,B02,2025-11-21,Emergency Repair,Warrant Officer,16,"Brake Pads, Hydraulic Line",42997,7
ML-7718,EQ-1909,B02,2025-08-22,Corrective Repair,Sergeant,6,"Radiator Core, Coolant",62189,2
ML-7719,EQ-1910,B06,2026-05-24,Corrective Repair,Warrant Officer,6,"Alternator, Belt Drive",33148,3
ML-7720,EQ-1910,B06,2026-03-13,Oil & Filter Overhaul,Havildar Tech,48,"Radiator Core, Coolant",42922,1
ML-7721,EQ-1910,B06,2025-12-23,Oil & Filter Overhaul,Havildar Tech,24,"Oil Filter, Gaskets",29359,1
ML-7722,EQ-1910,B06,2025-10-07,Pre-Mission Inspection,Sergeant,8,"Alternator, Belt Drive",45840,1
ML-7723,EQ-1911,B01,2026-06-06,Emergency Repair,Subedar Tech,8,"Brake Pads, Hydraulic Line",16259,2
ML-7724,EQ-1911,B01,2026-04-11,Routine Preventive,Warrant Officer,4,"Injector Nozzle, Fuel Filter",17012,1
ML-7725,EQ-1912,B01,2026-05-29,Emergency Repair,Sergeant,4,"Tire Assembly, Hub Bearing",36018,5
ML-7726,EQ-1912,B01,2026-03-15,Emergency Repair,Naik Mech,16,"Brake Pads, Hydraulic Line",29588,7
ML-7727,EQ-1912,B01,2026-01-03,Routine Preventive,Subedar Tech,24,"Brake Pads, Hydraulic Line",29470,1
ML-7728,EQ-1912,B01,2025-10-16,Emergency Repair,Sergeant,16,"Brake Pads, Hydraulic Line",45589,7
ML-7729,EQ-1913,B02,2026-06-29,Emergency Repair,Havildar Tech,48,"Radiator Core, Coolant",27936,5
ML-7730,EQ-1913,B02,2026-05-13,Emergency Repair,Naik Mech,4,"Alternator, Belt Drive",31818,1
ML-7731,EQ-1914,B03,2026-05-27,Routine Preventive,Havildar Tech,48,"Oil Filter, Gaskets",38484,1
ML-7732,EQ-1914,B03,2026-03-07,Emergency Repair,Havildar Tech,48,"Starter Motor, Battery",45471,7
ML-7733,EQ-1914,B03,2025-12-21,Pre-Mission Inspection,Havildar Tech,8,"Oil Filter, Gaskets",30171,1
ML-7734,EQ-1914,B03,2025-10-07,Corrective Repair,Warrant Officer,4,"Starter Motor, Battery",37639,5
ML-7735,EQ-1915,B05,2026-06-29,Oil & Filter Overhaul,Warrant Officer,24,"Sensors, Wiring Harness",26033,1
ML-7736,EQ-1915,B05,2026-05-25,Oil & Filter Overhaul,Sergeant,12,"Starter Motor, Battery",33126,1
ML-7737,EQ-1915,B05,2026-03-30,Pre-Mission Inspection,Naik Mech,48,"Brake Pads, Hydraulic Line",25552,1
ML-7738,EQ-1915,B05,2026-02-20,Corrective Repair,Subedar Tech,48,"Brake Pads, Hydraulic Line",20887,5
ML-7739,EQ-1916,B02,2026-05-23,Emergency Repair,Subedar Tech,4,"Tire Assembly, Hub Bearing",31344,7
ML-7740,EQ-1916,B02,2026-03-12,Emergency Repair,Sergeant,8,"Tire Assembly, Hub Bearing",46550,2
ML-7741,EQ-1917,B03,2026-05-22,Routine Preventive,Sergeant,12,"Tire Assembly, Hub Bearing",31201,1
ML-7742,EQ-1917,B03,2026-03-24,Corrective Repair,Subedar Tech,16,"Starter Motor, Battery",39532,2
ML-7743,EQ-1917,B03,2026-01-09,Pre-Mission Inspection,Warrant Officer,4,"Starter Motor, Battery",32880,1
ML-7744,EQ-1917,B03,2025-10-10,Pre-Mission Inspection,Naik Mech,8,"Sensors, Wiring Harness",32953,1
ML-7745,EQ-1918,B04,2026-07-13,Corrective Repair,Naik Mech,6,"Injector Nozzle, Fuel Filter",56867,7
ML-7746,EQ-1918,B04,2026-06-17,Pre-Mission Inspection,Warrant Officer,24,"Tire Assembly, Hub Bearing",55520,1
ML-7747,EQ-1918,B04,2026-05-15,Pre-Mission Inspection,Subedar Tech,4,"Starter Motor, Battery",83583,1
ML-7748,EQ-1919,B05,2026-06-15,Corrective Repair,Sergeant,6,"Radiator Core, Coolant",102204,1
ML-7749,EQ-1919,B05,2026-04-23,Routine Preventive,Sergeant,12,"Radiator Core, Coolant",104504,1
ML-7750,EQ-1920,B01,2026-06-09,Oil & Filter Overhaul,Havildar Tech,16,"Radiator Core, Coolant",43983,1
ML-7751,EQ-1920,B01,2026-03-14,Pre-Mission Inspection,Subedar Tech,8,"Starter Motor, Battery",39608,1
ML-7752,EQ-1920,B01,2026-01-02,Routine Preventive,Subedar Tech,4,"Brake Pads, Hydraulic Line",43894,1
ML-7753,EQ-1921,B01,2026-05-21,Oil & Filter Overhaul,Warrant Officer,48,"Starter Motor, Battery",60934,1
ML-7754,EQ-1921,B01,2026-02-14,Routine Preventive,Havildar Tech,8,"Brake Pads, Hydraulic Line",46347,1
ML-7755,EQ-1922,B02,2026-05-18,Pre-Mission Inspection,Naik Mech,8,"Sensors, Wiring Harness",49820,1
ML-7756,EQ-1922,B02,2026-02-20,Routine Preventive,Warrant Officer,16,"Alternator, Belt Drive",58319,1
ML-7757,EQ-1923,B06,2026-06-08,Emergency Repair,Sergeant,4,"Oil Filter, Gaskets",16490,3
ML-7758,EQ-1923,B06,2026-04-22,Routine Preventive,Subedar Tech,8,"Injector Nozzle, Fuel Filter",13314,1
ML-7759,EQ-1923,B06,2026-02-04,Routine Preventive,Naik Mech,4,"Injector Nozzle, Fuel Filter",15867,1
ML-7760,EQ-1923,B06,2025-12-21,Oil & Filter Overhaul,Warrant Officer,4,"Tire Assembly, Hub Bearing",12626,1
ML-7761,EQ-1924,B01,2026-06-29,Pre-Mission Inspection,Havildar Tech,24,"Radiator Core, Coolant",32343,1
ML-7762,EQ-1924,B01,2026-05-11,Emergency Repair,Sergeant,4,"Radiator Core, Coolant",28937,2
ML-7763,EQ-1925,B04,2026-06-28,Pre-Mission Inspection,Havildar Tech,12,"Starter Motor, Battery",29552,1
ML-7764,EQ-1925,B04,2026-05-16,Corrective Repair,Havildar Tech,12,"Radiator Core, Coolant",31682,1
ML-7765,EQ-1925,B04,2026-04-05,Emergency Repair,Subedar Tech,4,"Brake Pads, Hydraulic Line",31234,1
ML-7766,EQ-1925,B04,2026-02-20,Oil & Filter Overhaul,Warrant Officer,16,"Alternator, Belt Drive",21081,1
ML-7767,EQ-1926,B04,2026-06-21,Corrective Repair,Havildar Tech,8,"Starter Motor, Battery",22033,7
ML-7768,EQ-1926,B04,2026-05-05,Corrective Repair,Havildar Tech,4,"Brake Pads, Hydraulic Line",20735,7
ML-7769,EQ-1926,B04,2026-03-31,Oil & Filter Overhaul,Warrant Officer,6,"Brake Pads, Hydraulic Line",32051,1
ML-7770,EQ-1926,B04,2026-02-07,Corrective Repair,Sergeant,6,"Alternator, Belt Drive",30531,3
ML-7771,EQ-1927,B08,2026-06-02,Emergency Repair,Warrant Officer,12,"Oil Filter, Gaskets",38939,5
ML-7772,EQ-1927,B08,2026-03-26,Pre-Mission Inspection,Sergeant,6,"Starter Motor, Battery",34714,1
ML-7773,EQ-1928,B04,2026-07-03,Routine Preventive,Havildar Tech,48,"Radiator Core, Coolant",29626,1
ML-7774,EQ-1928,B04,2026-05-06,Oil & Filter Overhaul,Warrant Officer,12,"Injector Nozzle, Fuel Filter",29833,1
ML-7775,EQ-1929,B06,2026-06-06,Corrective Repair,Sergeant,24,"Injector Nozzle, Fuel Filter",14412,1
ML-7776,EQ-1929,B06,2026-04-08,Emergency Repair,Naik Mech,16,"Starter Motor, Battery",11788,2
ML-7777,EQ-1930,B06,2026-05-23,Pre-Mission Inspection,Sergeant,24,"Sensors, Wiring Harness",62464,1
ML-7778,EQ-1930,B06,2026-02-19,Oil & Filter Overhaul,Naik Mech,24,"Starter Motor, Battery",58605,1
ML-7779,EQ-1931,B02,2026-05-12,Routine Preventive,Naik Mech,12,"Injector Nozzle, Fuel Filter",59394,1
ML-7780,EQ-1931,B02,2026-02-07,Pre-Mission Inspection,Subedar Tech,48,"Radiator Core, Coolant",65467,1
ML-7781,EQ-1931,B02,2025-11-24,Pre-Mission Inspection,Subedar Tech,48,"Alternator, Belt Drive",56927,1
ML-7782,EQ-1931,B02,2025-08-17,Oil & Filter Overhaul,Sergeant,6,"Injector Nozzle, Fuel Filter",48136,1
ML-7783,EQ-1932,B02,2026-06-17,Corrective Repair,Warrant Officer,48,"Sensors, Wiring Harness",17344,3
ML-7784,EQ-1932,B02,2026-04-06,Routine Preventive,Subedar Tech,48,"Radiator Core, Coolant",10692,1
ML-7785,EQ-1933,B01,2026-06-19,Corrective Repair,Sergeant,48,"Brake Pads, Hydraulic Line",12113,1
ML-7786,EQ-1933,B01,2026-04-11,Oil & Filter Overhaul,Subedar Tech,48,"Starter Motor, Battery",11059,1
ML-7787,EQ-1933,B01,2026-02-10,Corrective Repair,Havildar Tech,48,"Radiator Core, Coolant",15724,1
ML-7788,EQ-1933,B01,2025-12-21,Corrective Repair,Warrant Officer,8,"Sensors, Wiring Harness",13658,2
ML-7789,EQ-1934,B01,2026-06-24,Pre-Mission Inspection,Havildar Tech,16,"Brake Pads, Hydraulic Line",12239,1
ML-7790,EQ-1934,B01,2026-04-18,Routine Preventive,Havildar Tech,8,"Radiator Core, Coolant",15471,1
ML-7791,EQ-1935,B07,2026-06-05,Corrective Repair,Naik Mech,48,"Oil Filter, Gaskets",14570,1
ML-7792,EQ-1935,B07,2026-04-17,Oil & Filter Overhaul,Naik Mech,8,"Tire Assembly, Hub Bearing",11915,1
ML-7793,EQ-1935,B07,2026-02-18,Routine Preventive,Warrant Officer,6,"Brake Pads, Hydraulic Line",12734,1
ML-7794,EQ-1935,B07,2025-12-15,Oil & Filter Overhaul,Warrant Officer,4,"Oil Filter, Gaskets",11081,1
ML-7795,EQ-1936,B01,2026-06-10,Emergency Repair,Havildar Tech,4,"Tire Assembly, Hub Bearing",11522,7
ML-7796,EQ-1936,B01,2026-04-06,Pre-Mission Inspection,Warrant Officer,16,"Tire Assembly, Hub Bearing",16752,1
ML-7797,EQ-1936,B01,2026-02-09,Oil & Filter Overhaul,Havildar Tech,24,"Tire Assembly, Hub Bearing",13536,1
ML-7798,EQ-1937,B02,2026-05-09,Emergency Repair,Naik Mech,16,"Brake Pads, Hydraulic Line",51621,3
ML-7799,EQ-1937,B02,2026-02-21,Emergency Repair,Sergeant,24,"Oil Filter, Gaskets",55017,5
ML-7800,EQ-1937,B02,2025-11-17,Routine Preventive,Subedar Tech,4,"Starter Motor, Battery",60016,1
ML-7801,EQ-1937,B02,2025-08-13,Pre-Mission Inspection,Naik Mech,16,"Radiator Core, Coolant",62048,1
ML-7802,EQ-1938,B07,2026-06-10,Routine Preventive,Subedar Tech,4,"Tire Assembly, Hub Bearing",10682,1
ML-7803,EQ-1938,B07,2026-04-19,Corrective Repair,Havildar Tech,24,"Alternator, Belt Drive",13778,3
ML-7804,EQ-1938,B07,2026-02-13,Corrective Repair,Subedar Tech,8,"Radiator Core, Coolant",15316,3
ML-7805,EQ-1939,B02,2026-07-23,Routine Preventive,Subedar Tech,12,"Injector Nozzle, Fuel Filter",77943,1
ML-7806,EQ-1939,B02,2026-06-24,Emergency Repair,Havildar Tech,16,"Alternator, Belt Drive",78923,1
ML-7807,EQ-1940,B06,2026-06-15,Oil & Filter Overhaul,Sergeant,12,"Oil Filter, Gaskets",12691,1
ML-7808,EQ-1940,B06,2026-04-08,Routine Preventive,Havildar Tech,4,"Brake Pads, Hydraulic Line",13474,1
ML-7809,EQ-1941,B04,2026-05-06,Corrective Repair,Havildar Tech,24,"Oil Filter, Gaskets",62217,3
ML-7810,EQ-1941,B04,2026-02-17,Emergency Repair,Sergeant,4,"Tire Assembly, Hub Bearing",54354,7
ML-7811,EQ-1941,B04,2025-11-10,Oil & Filter Overhaul,Warrant Officer,16,"Injector Nozzle, Fuel Filter",65444,1
ML-7812,EQ-1942,B06,2026-06-19,Emergency Repair,Havildar Tech,16,"Brake Pads, Hydraulic Line",13813,1
ML-7813,EQ-1942,B06,2026-04-18,Oil & Filter Overhaul,Naik Mech,48,"Tire Assembly, Hub Bearing",12489,1
ML-7814,EQ-1943,B05,2026-06-12,Routine Preventive,Subedar Tech,6,"Oil Filter, Gaskets",15091,1
ML-7815,EQ-1943,B05,2026-04-21,Oil & Filter Overhaul,Naik Mech,24,"Alternator, Belt Drive",11838,1
ML-7816,EQ-1943,B05,2026-02-04,Corrective Repair,Subedar Tech,48,"Tire Assembly, Hub Bearing",16569,2
ML-7817,EQ-1943,B05,2025-12-09,Emergency Repair,Havildar Tech,6,"Radiator Core, Coolant",12450,1
ML-7818,EQ-1944,B06,2026-06-04,Oil & Filter Overhaul,Sergeant,4,"Brake Pads, Hydraulic Line",14920,1
ML-7819,EQ-1944,B06,2026-04-07,Routine Preventive,Naik Mech,24,"Alternator, Belt Drive",16242,1
ML-7820,EQ-1944,B06,2026-02-18,Pre-Mission Inspection,Naik Mech,8,"Radiator Core, Coolant",11543,1
ML-7821,EQ-1944,B06,2025-12-15,Oil & Filter Overhaul,Naik Mech,24,"Starter Motor, Battery",14139,1
ML-7822,EQ-1945,B04,2026-06-19,Emergency Repair,Warrant Officer,24,"Tire Assembly, Hub Bearing",12553,5
ML-7823,EQ-1945,B04,2026-04-17,Oil & Filter Overhaul,Sergeant,8,"Sensors, Wiring Harness",12586,1
ML-7824,EQ-1945,B04,2026-02-17,Routine Preventive,Havildar Tech,12,"Alternator, Belt Drive",10858,1
ML-7825,EQ-1946,B03,2026-05-16,Pre-Mission Inspection,Havildar Tech,12,"Oil Filter, Gaskets",58045,1
ML-7826,EQ-1946,B03,2026-02-20,Routine Preventive,Warrant Officer,48,"Alternator, Belt Drive",44001,1
ML-7827,EQ-1946,B03,2025-11-21,Corrective Repair,Sergeant,8,"Radiator Core, Coolant",63496,5
ML-7828,EQ-1946,B03,2025-08-27,Pre-Mission Inspection,Sergeant,12,"Oil Filter, Gaskets",43244,1
ML-7829,EQ-1947,B07,2026-06-18,Pre-Mission Inspection,Subedar Tech,4,"Starter Motor, Battery",78406,1
ML-7830,EQ-1947,B07,2026-04-18,Oil & Filter Overhaul,Naik Mech,16,"Alternator, Belt Drive",103758,1
ML-7831,EQ-1948,B03,2026-07-03,Corrective Repair,Warrant Officer,12,"Alternator, Belt Drive",29978,1
ML-7832,EQ-1948,B03,2026-05-09,Oil & Filter Overhaul,Havildar Tech,48,"Injector Nozzle, Fuel Filter",23417,1
ML-7833,EQ-1948,B03,2026-04-05,Corrective Repair,Warrant Officer,6,"Sensors, Wiring Harness",23215,5
ML-7834,EQ-1949,B01,2026-05-21,Routine Preventive,Warrant Officer,16,"Injector Nozzle, Fuel Filter",54842,1
ML-7835,EQ-1949,B01,2026-02-04,Pre-Mission Inspection,Subedar Tech,24,"Radiator Core, Coolant",48507,1
ML-7836,EQ-1950,B01,2026-05-24,Pre-Mission Inspection,Naik Mech,16,"Sensors, Wiring Harness",46915,1
ML-7837,EQ-1950,B01,2026-03-24,Routine Preventive,Havildar Tech,8,"Brake Pads, Hydraulic Line",44325,1
ML-7838,EQ-1950,B01,2026-01-06,Corrective Repair,Havildar Tech,12,"Tire Assembly, Hub Bearing",35993,3
ML-7839,EQ-1951,B02,2026-06-22,Pre-Mission Inspection,Warrant Officer,6,"Brake Pads, Hydraulic Line",27894,1
ML-7840,EQ-1951,B02,2026-05-18,Routine Preventive,Warrant Officer,48,"Radiator Core, Coolant",20800,1
ML-7841,EQ-1952,B04,2026-06-10,Pre-Mission Inspection,Naik Mech,8,"Oil Filter, Gaskets",103565,1
ML-7842,EQ-1952,B04,2026-04-12,Pre-Mission Inspection,Havildar Tech,4,"Oil Filter, Gaskets",97687,1
ML-7843,EQ-1952,B04,2026-02-09,Routine Preventive,Naik Mech,4,"Tire Assembly, Hub Bearing",79297,1
ML-7844,EQ-1952,B04,2025-12-23,Oil & Filter Overhaul,Naik Mech,48,"Alternator, Belt Drive",96674,1
ML-7845,EQ-1953,B02,2026-06-09,Pre-Mission Inspection,Sergeant,6,"Oil Filter, Gaskets",32597,1
ML-7846,EQ-1953,B02,2026-03-09,Pre-Mission Inspection,Subedar Tech,12,"Oil Filter, Gaskets",29960,1
ML-7847,EQ-1953,B02,2026-01-08,Oil & Filter Overhaul,Havildar Tech,4,"Injector Nozzle, Fuel Filter",37592,1
ML-7848,EQ-1953,B02,2025-10-20,Pre-Mission Inspection,Sergeant,4,"Tire Assembly, Hub Bearing",46342,1
ML-7849,EQ-1954,B03,2026-06-23,Pre-Mission Inspection,Havildar Tech,8,"Brake Pads, Hydraulic Line",26066,1
ML-7850,EQ-1954,B03,2026-05-16,Oil & Filter Overhaul,Naik Mech,6,"Oil Filter, Gaskets",30526,1
ML-7851,EQ-1955,B05,2026-06-12,Pre-Mission Inspection,Sergeant,4,"Tire Assembly, Hub Bearing",13712,1
ML-7852,EQ-1955,B05,2026-04-12,Pre-Mission Inspection,Subedar Tech,24,"Radiator Core, Coolant",14500,1
ML-7853,EQ-1955,B05,2026-02-10,Routine Preventive,Warrant Officer,4,"Brake Pads, Hydraulic Line",12486,1
ML-7854,EQ-1956,B04,2026-06-06,Pre-Mission Inspection,Sergeant,8,"Radiator Core, Coolant",36962,1
ML-7855,EQ-1956,B04,2026-03-22,Emergency Repair,Sergeant,8,"Starter Motor, Battery",46221,1
ML-7856,EQ-1957,B02,2026-06-19,Emergency Repair,Havildar Tech,6,"Radiator Core, Coolant",13853,2
ML-7857,EQ-1957,B02,2026-04-14,Routine Preventive,Naik Mech,12,"Injector Nozzle, Fuel Filter",13302,1
ML-7858,EQ-1958,B07,2026-06-04,Routine Preventive,Naik Mech,24,"Starter Motor, Battery",14789,1
ML-7859,EQ-1958,B07,2026-04-17,Oil & Filter Overhaul,Naik Mech,6,"Sensors, Wiring Harness",11128,1
ML-7860,EQ-1958,B07,2026-02-20,Pre-Mission Inspection,Subedar Tech,8,"Sensors, Wiring Harness",14669,1
ML-7861,EQ-1959,B04,2026-06-24,Emergency Repair,Sergeant,8,"Starter Motor, Battery",33492,5
ML-7862,EQ-1959,B04,2026-05-23,Corrective Repair,Sergeant,24,"Sensors, Wiring Harness",29116,5
ML-7863,EQ-1959,B04,2026-03-28,Emergency Repair,Warrant Officer,4,"Radiator Core, Coolant",22861,3
ML-7864,EQ-1959,B04,2026-02-24,Pre-Mission Inspection,Warrant Officer,8,"Radiator Core, Coolant",30155,1
ML-7865,EQ-1960,B03,2026-07-04,Pre-Mission Inspection,Sergeant,24,"Starter Motor, Battery",22199,1
ML-7866,EQ-1960,B03,2026-05-09,Routine Preventive,Subedar Tech,48,"Injector Nozzle, Fuel Filter",32241,1
ML-7867,EQ-1960,B03,2026-03-23,Routine Preventive,Naik Mech,4,"Tire Assembly, Hub Bearing",30768,1
ML-7868,EQ-1960,B03,2026-02-20,Oil & Filter Overhaul,Sergeant,4,"Alternator, Belt Drive",29135,1
ML-7869,EQ-1961,B02,2026-07-12,Oil & Filter Overhaul,Warrant Officer,24,"Alternator, Belt Drive",76079,1
ML-7870,EQ-1961,B02,2026-06-04,Emergency Repair,Subedar Tech,48,"Tire Assembly, Hub Bearing",66362,5
ML-7871,EQ-1962,B05,2026-05-09,Corrective Repair,Warrant Officer,16,"Tire Assembly, Hub Bearing",44347,3
ML-7872,EQ-1962,B05,2026-02-15,Routine Preventive,Warrant Officer,6,"Injector Nozzle, Fuel Filter",60346,1
ML-7873,EQ-1962,B05,2025-11-24,Routine Preventive,Warrant Officer,16,"Radiator Core, Coolant",58935,1
ML-7874,EQ-1963,B07,2026-06-23,Pre-Mission Inspection,Naik Mech,16,"Starter Motor, Battery",11958,1
ML-7875,EQ-1963,B07,2026-04-18,Routine Preventive,Sergeant,4,"Brake Pads, Hydraulic Line",16267,1
ML-7876,EQ-1964,B02,2026-06-18,Pre-Mission Inspection,Warrant Officer,12,"Starter Motor, Battery",12806,1
ML-7877,EQ-1964,B02,2026-04-23,Emergency Repair,Warrant Officer,8,"Radiator Core, Coolant",15140,7
ML-7878,EQ-1964,B02,2026-02-11,Pre-Mission Inspection,Sergeant,6,"Starter Motor, Battery",17316,1
ML-7879,EQ-1964,B02,2025-12-15,Oil & Filter Overhaul,Havildar Tech,24,"Sensors, Wiring Harness",15510,1
ML-7880,EQ-1965,B03,2026-06-21,Corrective Repair,Warrant Officer,48,"Alternator, Belt Drive",22986,7
ML-7881,EQ-1965,B03,2026-05-14,Corrective Repair,Warrant Officer,12,"Tire Assembly, Hub Bearing",31441,5
ML-7882,EQ-1966,B04,2026-06-24,Corrective Repair,Havildar Tech,24,"Tire Assembly, Hub Bearing",81033,2
ML-7883,EQ-1966,B04,2026-04-22,Routine Preventive,Sergeant,48,"Radiator Core, Coolant",108520,1
ML-7884,EQ-1967,B01,2026-06-20,Emergency Repair,Naik Mech,24,"Injector Nozzle, Fuel Filter",12604,3
ML-7885,EQ-1967,B01,2026-04-18,Routine Preventive,Naik Mech,4,"Alternator, Belt Drive",15255,1
ML-7886,EQ-1967,B01,2026-02-23,Pre-Mission Inspection,Sergeant,8,"Radiator Core, Coolant",15047,1
ML-7887,EQ-1967,B01,2025-12-17,Routine Preventive,Naik Mech,8,"Injector Nozzle, Fuel Filter",11075,1
ML-7888,EQ-1968,B07,2026-07-01,Routine Preventive,Havildar Tech,8,"Starter Motor, Battery",23961,1
ML-7889,EQ-1968,B07,2026-05-06,Pre-Mission Inspection,Naik Mech,12,"Brake Pads, Hydraulic Line",20558,1
ML-7890,EQ-1969,B02,2026-05-22,Emergency Repair,Warrant Officer,4,"Injector Nozzle, Fuel Filter",48405,5
ML-7891,EQ-1969,B02,2026-02-21,Pre-Mission Inspection,Naik Mech,24,"Starter Motor, Battery",49765,1
ML-7892,EQ-1969,B02,2025-11-08,Corrective Repair,Warrant Officer,6,"Alternator, Belt Drive",60467,1
ML-7893,EQ-1969,B02,2025-08-24,Routine Preventive,Naik Mech,8,"Oil Filter, Gaskets",66189,1
ML-7894,EQ-1970,B07,2026-06-22,Corrective Repair,Warrant Officer,16,"Oil Filter, Gaskets",111115,1
ML-7895,EQ-1970,B07,2026-04-06,Pre-Mission Inspection,Naik Mech,12,"Radiator Core, Coolant",77375,1
ML-7896,EQ-1970,B07,2026-02-06,Emergency Repair,Havildar Tech,8,"Radiator Core, Coolant",104826,3
ML-7897,EQ-1970,B07,2025-12-21,Emergency Repair,Naik Mech,24,"Brake Pads, Hydraulic Line",76189,2
ML-7898,EQ-1971,B01,2026-05-27,Corrective Repair,Havildar Tech,8,"Injector Nozzle, Fuel Filter",39900,1
ML-7899,EQ-1971,B01,2026-03-12,Emergency Repair,Sergeant,6,"Tire Assembly, Hub Bearing",40667,2
ML-7900,EQ-1971,B01,2025-12-31,Pre-Mission Inspection,Warrant Officer,16,"Oil Filter, Gaskets",31839,1
ML-7901,EQ-1971,B01,2025-10-10,Routine Preventive,Sergeant,12,"Brake Pads, Hydraulic Line",34876,1
ML-7902,EQ-1972,B07,2026-06-07,Pre-Mission Inspection,Subedar Tech,12,"Injector Nozzle, Fuel Filter",13465,1
ML-7903,EQ-1972,B07,2026-04-11,Oil & Filter Overhaul,Warrant Officer,6,"Alternator, Belt Drive",15122,1
