Equipment_ID,Base,Equipment_Type,Status,Last_Service,Next_Service,Fuel_Used,Operating_Hours,Maintenance_Cost,Spare_Parts,Readiness
EQ-1178,LEH,Artillery Tractor,Out of Service,2026-07-21,2026-10-04,944.0,267,116700,Available,0.3320
EQ-1820,Bhopal,Field Diesel Generator,Operational,08-05-2026,09-19-2026,490.0,323,"56,900 INR",Low,95.5%
EQ-1301,Delhi,Field Diesel Generator,Operational,2026-07-22,2026-09-05,287.0,210,52800,Available,94%
EQ-1961,kANPUR,Tactical UAV Launcher,operational,2026-07-13,2026-08-12,253.0,227,113200,Low,92.7
EQ-2110,kANPUR,Tactical UAV Launcher,Operational,2026-07-29,2026-08-28,306.0,290,125900,Available,0.8490
EQ-1174,lucknow,field diesel generator,Operational,2026-07-13,2026-08-27,401.0,280,60400,Available,97.5
EQ-1450,Delhi,Heavy Tactical Truck,Operational,2026-07-05,2026-09-03,327.0,127,18700,Available,96.3%
EQ-1794,  Leh   ,Artillery Tractor,maintenance,2026-06-05,2026-08-19,433.0,131,"86,400 INR",Low,66.6
EQ-1674,delhi,Armored Personnel Carrier (APC),Operational,2026-07-17,2026-10-15,791.0,176,"75,900 INR",Available,83.7
EQ-2124,Lucknow,HEAVY TACTICAL TRUCK,Operational,2026-07-24,2026-09-22,332.0,123,16300,Available,0.9740
EQ-1904,Bhopal,Armored Personnel Carrier (APC),Operational,2026-05-07,2026-08-05,1196.0,258,86700,Low,85.1
EQ-1599,Pune,Armored Personnel Carrier (APC),Operational,2026-08-01,2026-10-30,815.0,172,68500,Available,84%
EQ-1263,Pune,Armored Personnel Carrier (APC),Maintenance,2026-05-21,2026-08-19,222.0,45,85400,Low,58.3
EQ-1981,Siliguri,Artillery Tractor,Operational,2026-07-07,2026-09-20,765.0,234,53000,Available,94.0
EQ-1853,BHOPAL, Heavy Tactical Truck ,Operational,02-07-2026,31-08-2026,383.0,146,18200,Available,91.0
EQ-2205,Bhopal,Heavy Tactical Truck,Operational,2026-08-04,2026-10-03,474.0,177,20200,Available,92.7
EQ-1669,siliguri,Armored Personnel Carrier (APC),operational,2026-07-16,2026-10-14,296.0,62,Rs. 54800,Available,87.0
EQ-2242,Jodhpur,Field Diesel Generator,Operational,2026-07-31,2026-09-14,373.0,247,56300,Available,96.4
EQ-1315,jodhpur,Tactical UAV Launcher,Operational,2026-07-05,2026-08-04,267.0,260,115300,Available,98.4
EQ-1909,Kanpur,Armored Personnel Carrier (APC),maintenance,2026-04-30,2026-07-29,1007.0,227,114700,Available,52.6
EQ-1522,kanpur,TACTICAL UAV LAUNCHER,Operational,24/07/2026,23/08/2026,261.0,222,96300,Available,89.9
EQ-1969,Kanpur,Armored Personnel Carrier (APC),Operational,2026-06-04,2026-09-02,871.0,192,75700,Low,0.9220
EQ-1108,Lucknow,Heavy Tactical Truck,Operational,2026-07-08,2026-09-06,517.0,182,21400,Low,93.4
EQ-2047,Siliguri,Armored Personnel Carrier (APC),Operational,2026-07-06,2026-10-04,1196.0,227,"90,500 INR",Available,89.9
EQ-2129,Bhopal, Heavy Tactical Truck ,Operational,2026-06-15,2026-08-14,449.0,172,"₹17,000",Critical Shortage,97.4
EQ-1656,Lucknow,Artillery Tractor,Maintenance,2026-06-10,2026-08-24,740.0,197,81700,Low,51.4
EQ-1621,  Kanpur   ,Heavy Tactical Truck,operational,2026-07-14,2026-09-12,359.0,139,16800,Available,81%
EQ-1402,dELHI,Field Diesel Generator,Operational,2026-06-24,2026-08-08,328.0,224,55100,Available,97.8
EQ-1381,Lucknow,Field Diesel Generator,Operational,04-Jul-2026,18-Aug-2026,270.0,209,51500,Available,88.8
EQ-1010,LUCKNOW,Heavy Tactical Truck,Operational,2026-07-31,2026-09-29,558.0,199,22100,Low,84.0
EQ-1725,DELHI,FIELD DIESEL GENERATOR,Operational,2026-08-02,2026-09-16,390.0,270,55200,Available,89%
EQ-2027,Leh,Heavy Tactical Truck,Maintenance,2026-07-04,2026-09-02,452.0,176,31700,Available,56.5
EQ-2156,Lucknow,field diesel generator,Operational,2026-07-04,2026-08-18,427.0,320,59400,Available,81.3
EQ-1139,Lucknow,Artillery Tractor,Operational,2026-07-10,2026-09-23,845.0,235,"60,400 INR",Available,91.0
EQ-1112,Lucknow,Field Diesel Generator,operational,19/06/2026,03/08/2026,354.0,258,"62,500 INR",Critical Shortage,84.0
EQ-1730,Lucknow,Heavy Tactical Truck,Operational,09-06-2026,08-08-2026,386.0,139,19200,Available,85.3
EQ-1071,Kanpur,Heavy Tactical Truck,Operational,2026-07-31,2026-09-29,463.0,191,21300,Available,0.8220
EQ-1041,Leh,Tactical UAV Launcher,Operational,2026-07-06,2026-08-05,282.0,231,115900,Available,83.7
EQ-1945,Delhi,Heavy Tactical Truck,Operational,06-03-2026,08-02-2026,659.0,258,23400,Low,89.7
EQ-1537,Bhopal, Heavy Tactical Truck ,Operational,2026-07-23,2026-09-21,353.0,136,"19,900 INR",,85.6
EQ-2107,Pune,artillery tractor,operational,2026-06-05,2026-08-19,806.0,225,"₹58,900",Available,82.4
EQ-1933,Lucknow,Heavy Tactical Truck,Operational,2026-07-03,2026-09-01,268.0,109,15300,Low,96.5
EQ-1675,Lucknow,Artillery Tractor,Operational,2026-07-24,2026-10-07,411.0,124,42600,Low,85%
EQ-1891,Kanpur,Armored Personnel Carrier (APC),Out of Service,2026-05-10,2026-08-08,1216.0,236,134700,Available,37.1
EQ-2174,Leh,Field Diesel Generator,Operational,30-Jul-2026,13-Sep-2026,379.0,256,60000,Available,95.2
EQ-2103,Jodhpur,Tactical UAV Launcher,maintenance,05-Jul-2026,04-Aug-2026,327.0,299,210700,Low,0.5910
EQ-1643,Jodhpur,Heavy Tactical Truck,Operational,2026-06-17,2026-08-16,414.0,163,Rs. 20400,Available,93.5
EQ-1424,Kanpur,TACTICAL UAV LAUNCHER,Operational,2026-07-25,2026-08-24,274.0,243,102300,Available,98.2
EQ-1519,SILIGURI,Heavy Tactical Truck,Operational,2026-07-18,2026-09-16,504.0,179,21200,Available,96.6
EQ-1753,Leh,Tactical UAV Launcher,Operational,2026-07-19,2026-08-18,176.0,146,90500,Available,80.4%
EQ-1748,Kanpur,Tactical UAV Launcher,Operational,17/07/2026,16/08/2026,166.0,157,85800,Low,94.6
EQ-1298,  Bhopal   , Tactical UAV Launcher ,Out of Service,2026-07-23,2026-08-22,253.0,210,196600,Critical Shortage,0.4050
EQ-1870,Pune,Artillery Tractor,Operational,2026-06-14,2026-08-28,1104.0,295,69500,Available,96.7%
EQ-1850,Siliguri,Tactical_UAV_Launcher,Out of Service,2026-07-06,2026-08-05,196.0,168,236300,Low,39.3
EQ-1642,pUNE,Armored Personnel Carrier (APC),Operational,12-May-2026,10-Aug-2026,1470.0,278,80700,Available,88.3%
EQ-2145,Delhi,Field Diesel Generator,Operational,11-07-2026,25-08-2026,368.0,249,45700,Available,89.6
EQ-1747,Jodhpur,Heavy Tactical Truck,operational,2026-07-24,2026-09-22,501.0,183,Rs. 20000,Available,81.2
EQ-2031,Delhi,Field Diesel Generator,Operational,2026-07-04,2026-08-18,337.0,244,Rs. 60500,Available,97.3%
EQ-1841,Delhi,Heavy Tactical Truck,Operational,2026-06-15,2026-08-14,486.0,172,18400,Available,90.2
EQ-1475,Bhopal,Artillery Tractor,Operational,2026-07-15,2026-09-28,1017.0,277,62300,,80.6%
EQ-2097,Pune,Armored Personnel Carrier (APC),Operational,2026-07-27,2026-10-25,913.0,198,"₹85,000",Available,88.9
EQ-2244,Kanpur,FIELD DIESEL GENERATOR,Operational,2026-08-05,2026-09-19,260.0,199,59400,Available,82.6
EQ-1289,LUCKNOW,Armored Personnel Carrier (APC),operational,12/07/2026,10/10/2026,996.0,209,"₹75,600",Critical Shortage,97.4
EQ-1455,Leh,Artillery Tractor,operational,2026-08-01,2026-10-15,626.0,168,"49,000 INR",Available,83.7
EQ-1601,Delhi,Tactical UAV Launcher,operational,02-Jul-2026,01-Aug-2026,269.0,232,"116,800 INR",Available,89.3
EQ-1283,Bhopal,Mobile Radar Unit,Operational,2026-07-13,2026-09-11,603.0,274,167500,Low,96.0
EQ-1814,Lucknow,Armored Personnel Carrier (APC),Operational,2026-07-09,2026-10-07,1032.0,204,72800,Available,82.6
EQ-1957,Kanpur,Heavy Tactical Truck,operational,2026-06-22,2026-08-21,474.0,190,17700,Available,89.7
EQ-2178,Delhi,Tactical UAV Launcher,operational,2026-08-03,2026-09-02,206.0,190,"108,800 INR",Available,0.9250
EQ-1168,JODHPUR, Artillery Tractor ,Operational,2026-06-08,2026-08-22,943.0,289,"57,200 INR",Critical Shortage,87.4
EQ-1191,Leh,ARMORED PERSONNEL CARRIER (APC),Out of Service,2026-05-07,2026-08-05,818.0,172,Rs. 156000,Available,0.1830
EQ-2189,Kanpur,Heavy Tactical Truck,Operational,2026-06-22,2026-08-21,,199,"19,100 INR",Critical Shortage,81.3
EQ-1960,BHOPAL,Field Diesel Generator,Operational,26/07/2026,09/09/2026,373.0,286,57100,Available,84.4
EQ-1247,BHOPAL,Field Diesel Generator,Operational,09-Jul-2026,23-Aug-2026,302.0,231,47200,Available,89%
EQ-1948,Bhopal,Field Diesel Generator,operational,2026-07-05,2026-08-19,328.0,218,Rs. 50700,Available,87.9
EQ-1755,bhopal,Armored Personnel Carrier (APC),Operational,2026-05-27,2026-08-25,657.0,147,75400,Low,92.2
EQ-1634,Delhi,Armored Personnel Carrier (APC),Operational,27/06/2026,25/09/2026,782.0,173,65700,Critical Shortage,97.1
EQ-2125,Kanpur,Heavy Tactical Truck,Operational,25-Jun-2026,24-Aug-2026,674.0,248,19500,Available,84.6
EQ-2034,  Lucknow   ,Artillery Tractor,operational,15/07/2026,28/09/2026,860.0,227,55600,Available,94.1
EQ-1254,LUCKNOW,Field Diesel Generator,Operational,21-Jun-2026,05-Aug-2026,448.0,321,"₹60,000",Low,83.2
EQ-1547,Lucknow,Heavy Tactical Truck,Operational,27-Jul-2026,25-Sep-2026,534.0,200,21700,Available,85.7
EQ-1422,Kanpur,Heavy Tactical Truck,Operational,30/07/2026,28/09/2026,647.0,253,"₹21,400",Available,95.6
EQ-1693,Pune,Field Diesel Generator,Operational,2026-07-18,2026-09-01,301.0,195,46500,Low,96.9%
EQ-1344,Delhi,Heavy Tactical Truck,Maintenance,2026-06-08,2026-08-07,426.0,152,"₹31,400",Critical Shortage,63.8
EQ-1067,Lucknow,Heavy Tactical Truck,Operational,07-20-2026,09-18-2026,433.0,171,"₹17,200",,88.2
EQ-1624,Kanpur,TACTICAL UAV LAUNCHER,Operational,2026-07-17,2026-08-16,277.0,262,111000,Available,81.3
EQ-1045,  Bhopal   ,Mobile Radar Unit,Operational,2026-07-30,2026-09-28,260.0,121,127700,Low,86.3
EQ-1123,Bhopal,Field Diesel Generator,Operational,06-27-2026,08-11-2026,474.0,344,"63,800 INR",Low,85.0
EQ-1195,Lucknow,Heavy Tactical Truck,operational,2026-06-28,2026-08-27,518.0,182,18600,Available,93.8
EQ-2183,Lucknow,Field Diesel Generator,Operational,28-06-2026,12-08-2026,413.0,315,"53,500 INR",Low,97.4
EQ-1729,Kanpur,Heavy Tactical Truck,operational,2026-06-11,2026-08-10,432.0,150,"₹20,500",Available,92.0%
EQ-1153,Bhopal,Field Diesel Generator,Operational,2026-07-29,2026-09-12,325.0,219,59800,Available,81.5
EQ-1921,LUCKNOW,ARMORED PERSONNEL CARRIER (APC),Operational,2026-06-22,2026-09-20,1243.0,248,79500,Available,91.1
EQ-1073,Bhopal,Heavy Tactical Truck,Operational,2026-08-04,2026-10-03,446.0,173,19100,Available,83.7
EQ-2171,DELHI, Armored Personnel Carrier (APC) ,Operational,2026-06-05,2026-09-03,1096.0,232,75400,Critical Shortage,99.0
EQ-1955,Leh,Heavy Tactical Truck,Operational,2026-07-03,2026-09-01,469.0,171,21000,Low,82.8
EQ-1995,kanpur, Artillery Tractor ,Operational,2026-06-04,2026-08-18,485.0,144,51600,Available,91.6
EQ-1713,Lucknow,Heavy Tactical Truck,Operational,2026-06-26,2026-08-25,426.0,150,17900,Low,84.6
EQ-1925,Delhi,Field Diesel Generator,Operational,2026-07-26,2026-09-09,481.0,331,Rs. 59700,Low,82.2
EQ-1986,DELHI,Field Diesel Generator,Operational,2026-07-15,2026-08-29,248.0,190,47500,Available,94.0
EQ-1991,Kanpur,Heavy Tactical Truck,Operational,2026-07-08,2026-09-06,447.0,184,21200,Critical Shortage,89%
EQ-1303,SILIGURI,Heavy Tactical Truck,operational,2026-07-09,2026-09-07,533.0,208,20700,Low,84.7
EQ-1069,Pune,Armored Personnel Carrier (APC),Operational,2026-05-09,2026-08-07,1000.0,213,Rs. 70800,Available,0.9610
EQ-1650,Delhi,Field Diesel Generator,Operational,24/06/2026,08/08/2026,456.0,301,63100,Low,93%
EQ-1828,Delhi,Armored Personnel Carrier (APC),operational,2026-07-27,2026-10-25,805.0,168,69600,Available,96.8
EQ-1144,pUNE, Heavy Tactical Truck ,Operational,2026-07-28,2026-09-26,473.0,183,20700,Available,96.0
EQ-2120,Bhopal,Heavy Tactical Truck,Operational,2026-06-25,2026-08-24,602.0,222,Rs. 20700,Critical Shortage,86.2
EQ-1751,lUCKNOW,Heavy Tactical Truck,Operational,2026-07-31,2026-09-29,363.0,133,18800,Available,88.3%
EQ-2089,Kanpur,Artillery_Tractor,operational,2026-06-23,2026-09-06,604.0,182,47900,Available,0.9490
EQ-1278,  Jodhpur   ,Armored Personnel Carrier (APC),operational,13-05-2026,11-08-2026,810.0,164,72000,Available,86.9%
EQ-1291,kanpur,Artillery Tractor,Operational,2026-08-03,2026-10-17,,184,57900,Low,87.3
EQ-1441,  Leh   ,Heavy Tactical Truck,Operational,2026-06-19,2026-08-18,538.0,192,17700,Available,85.1
EQ-1025,Leh,Heavy Tactical Truck,Operational,2026-06-23,2026-08-22,425.0,150,20200,Available,89.6
EQ-1160,Pune,Heavy Tactical Truck,operational,15/06/2026,14/08/2026,564.0,204,18400,Available,95.3
EQ-1954,Bhopal,Field Diesel Generator,operational,2026-07-15,2026-08-29,511.0,346,61800,Available,0.8640
EQ-1204,Lucknow,Armored Personnel Carrier (APC),Operational,2026-06-27,2026-09-25,1118.0,247,94000,Available,85.8
EQ-1778,Leh,Armored Personnel Carrier (APC),operational,2026-06-21,2026-09-19,,182,"74,700 INR",Available,82.3
EQ-1333,Siliguri,Armored Personnel Carrier (APC),Operational,2026-08-04,2026-11-02,948.0,198,71900,Available,88.1
EQ-1785,Bhopal,Armored Personnel Carrier (APC),Operational,20-May-2026,18-Aug-2026,1001.0,222,86300,Available,0.8300
EQ-2149,Jodhpur,Armored Personnel Carrier (APC),operational,2026-07-22,2026-10-20,1311.0,274,89900,Available,93.3
EQ-1175,KANPUR,ARTILLERY TRACTOR,Operational,08-03-2026,10-17-2026,686.0,208,59300,Available,94.4
EQ-2150,Pune,Heavy Tactical Truck,Operational,2026-07-07,2026-09-05,376.0,136,18000,Available,92.7
EQ-1435,Bhopal,Field Diesel Generator,Operational,2026-07-22,2026-09-05,470.0,350,54700,Low,97.7%
EQ-1206,Kanpur,Armored Personnel Carrier (APC),maintenance,03-Aug-2026,01-Nov-2026,679.0,148,97600,Critical Shortage,64.1
EQ-1255,Delhi,Artillery Tractor,Operational,2026-07-13,2026-09-26,466.0,119,49700,Available,86.7
EQ-1037,Bhopal,Heavy Tactical Truck,Maintenance,2026-07-22,2026-09-20,447.0,184,29700,Critical Shortage,0.6290
EQ-2161,Lucknow,Heavy Tactical Truck,Operational,01-06-2026,31-07-2026,158.0,62,"₹16,500",Available,81.0
EQ-1310,Lucknow,Field Diesel Generator,Out of Service,2026-06-23,2026-08-07,319.0,247,121600,Critical Shortage,41.3
EQ-1412,Kanpur,HEAVY TACTICAL TRUCK,Operational,2026-08-04,2026-10-03,303.0,124,17000,Available,86.5
EQ-1583,Lucknow,Artillery Tractor,Operational,15/06/2026,29/08/2026,860.0,226,58400,Available,84.4
EQ-1321,Delhi, Armored Personnel Carrier (APC) ,Operational,2026-06-09,2026-09-07,967.0,199,70700,Available,96.6
EQ-1837,Jodhpur,Tactical UAV Launcher,Operational,2026-07-13,2026-08-12,323.0,272,112200,Available,83%
EQ-1051,Pune,Field Diesel Generator,Out of Service,2026-07-05,2026-08-19,363.0,279,147600,Low,23.3
EQ-1272,DELHI,Artillery Tractor,Operational,2026-06-25,2026-09-08,410.0,123,48100,Available,84.5
EQ-1584,Pune,Heavy Tactical Truck,Operational,2026-07-13,2026-09-11,782.0,277,21600,Available,85.3
EQ-1663,Lucknow,Mobile Radar Unit,Operational,2026-08-05,2026-10-04,461.0,193,151200,,87%
EQ-1805,Lucknow,mobile radar unit,Operational,2026-07-16,2026-09-14,403.0,173,118500,Available,95.1
EQ-1997,sILIGURI,Heavy Tactical Truck,Operational,2026-06-22,2026-08-21,618.0,255,Rs. 24800,Available,91.5
EQ-1520,Bhopal,Heavy Tactical Truck,Operational,29-06-2026,28-08-2026,593.0,208,22400,Available,0.8360
EQ-2102,Siliguri,HEAVY TACTICAL TRUCK,Operational,2026-06-09,2026-08-08,121.0,45,Rs. 13600,Available,80.3
EQ-1431,Kanpur,Tactical UAV Launcher,Maintenance,2026-07-11,2026-08-10,,135,162600,Low,46%
EQ-2039,Kanpur,Field Diesel Generator,Operational,02-07-2026,16-08-2026,383.0,273,50800,Available,95.6
EQ-1418,sILIGURI,Field Diesel Generator,Maintenance,2026-07-15,2026-08-29,386.0,266,99100,Critical Shortage,57.3
EQ-2139,Siliguri, Tactical UAV Launcher ,Maintenance,2026-07-16,2026-08-15,272.0,224,Rs. 185100,Critical Shortage,0.5610
EQ-1433,Jodhpur,Heavy Tactical Truck,Maintenance,2026-07-08,2026-09-06,401.0,162,26300,Low,56%
EQ-1147,Leh,Field Diesel Generator,Operational,2026-07-03,2026-08-17,283.0,185,46900,Available,93.8%
EQ-2249,Lucknow,tactical uav launcher,Operational,25-Jul-2026,24-Aug-2026,223.0,206,Rs. 93600,Critical Shortage,95.4
EQ-2207,Leh,ARTILLERY TRACTOR,operational,2026-07-22,2026-10-05,517.0,159,"₹50,900",Available,0.9440
EQ-1670,Bhopal,Field Diesel Generator,operational,2026-07-25,2026-09-08,440.0,325,65700,Available,84.0
EQ-1183,  Lucknow   , Heavy Tactical Truck ,Operational,2026-06-11,2026-08-10,333.0,126,17100,Available,0.9720
EQ-1421,Bhopal,Heavy Tactical Truck,Maintenance,2026-07-18,2026-09-16,650.0,267,Rs. 38700,Available,56.0
EQ-1757,Leh,Heavy Tactical Truck,Operational,16-Jul-2026,14-Sep-2026,475.0,197,19500,Available,85.7
EQ-1364,delhi,Heavy Tactical Truck,Operational,2026-07-13,2026-09-11,554.0,193,17900,Low,98.1
EQ-2100,Lucknow,Tactical UAV Launcher,Operational,2026-07-22,2026-08-21,223.0,212,92100,Available,88.2
EQ-1769,Lucknow,HEAVY TACTICAL TRUCK,Operational,2026-06-23,2026-08-22,385.0,146,17200,Available,90.3
EQ-1064,Lucknow,Field Diesel Generator,Operational,07-07-2026,08-21-2026,253.0,188,50300,Available,92%
EQ-1684,Siliguri,Artillery Tractor,operational,2026-06-08,2026-08-22,706.0,219,60300,Available,84.3
EQ-1764,Leh,Artillery Tractor,Operational,13/07/2026,26/09/2026,667.0,190,55900,Available,0.8060
EQ-1114,kanpur,Tactical UAV Launcher,Operational,04/07/2026,03/08/2026,354.0,318,109200,Available,86.9
EQ-1816,Leh,Armored Personnel Carrier (APC),Operational,30/06/2026,28/09/2026,536.0,120,68000,Available,0.8620
EQ-1540,Kanpur,ARMORED PERSONNEL CARRIER (APC),Operational,2026-06-12,2026-09-10,754.0,166,"77,300 INR",Low,83.5
EQ-1641,  Lucknow   ,Heavy Tactical Truck,Operational,2026-06-09,2026-08-08,417.0,159,18800,Low,96.6
EQ-1271,  Jodhpur   ,Armored Personnel Carrier (APC),Operational,26-Jun-2026,24-Sep-2026,1274.0,267,78700,Available,86.1
EQ-1989,kanpur,Artillery Tractor,Operational,2026-06-23,2026-09-06,614.0,183,48900,Available,96.6
EQ-2069,Kanpur,Armored_Personnel_Carrier_(APC),Operational,2026-07-11,2026-10-09,915.0,171,81300,,91.0%
EQ-1651,Lucknow,Heavy Tactical Truck,operational,2026-06-15,2026-08-14,629.0,258,"21,800 INR",Available,84.7%
EQ-1822,Leh,Tactical UAV Launcher,Operational,04-Jul-2026,03-Aug-2026,290.0,265,Rs. 100200,Available,85.2
EQ-2240,Delhi,Heavy Tactical Truck,Operational,2026-07-24,2026-09-22,,248,24000,Available,81.6
EQ-1378,Delhi,Mobile Radar Unit,Operational,2026-07-10,2026-09-08,425.0,204,148800,Low,87.5
EQ-1700,Kanpur,Field Diesel Generator,Operational,07-20-2026,09-03-2026,385.0,248,"56,100 INR",Available,80.8
EQ-1694,Leh,HEAVY TACTICAL TRUCK,Maintenance,07-06-2026,06-08-2026,519.0,202,39500,Low,59.8%
EQ-1134,KANPUR,Heavy Tactical Truck,maintenance,2026-07-01,2026-08-30,539.0,196,Rs. 37200,Critical Shortage,58.1
EQ-2165,Kanpur,Armored Personnel Carrier (APC),Operational,2026-06-18,2026-09-16,1109.0,246,"₹93,000",Available,86.4
EQ-2044,kANPUR,Field Diesel Generator,Operational,2026-07-22,2026-09-05,365.0,257,Rs. 55200,Available,98.3%
EQ-1177,Delhi,Heavy Tactical Truck,maintenance,2026-06-12,2026-08-11,445.0,175,25000,Available,64.3
EQ-1765,Delhi,Field Diesel Generator,Operational,2026-07-16,2026-08-30,503.0,328,68100,Available,81%
EQ-2082,Siliguri,Armored Personnel Carrier (APC),Operational,2026-06-22,2026-09-20,800.0,177,69000,Available,0.8210
EQ-1677,Jodhpur,Tactical UAV Launcher,Maintenance,2026-07-16,2026-08-15,169.0,139,158400,Available,58.4%
EQ-1470,Bhopal,Field Diesel Generator,Operational,08-02-2026,09-16-2026,313.0,225,46000,Available,80.5
EQ-1143,Kanpur,Tactical UAV Launcher,out of service,2026-07-24,2026-08-23,137.0,114,152700,Low,15%
EQ-1859,Kanpur,Field Diesel Generator,operational,2026-07-15,2026-08-29,307.0,226,54900,Available,83.8
EQ-1681,Delhi,Armored Personnel Carrier (APC),operational,2026-07-31,2026-10-29,1031.0,231,Rs. 84200,Available,80.2
EQ-1140,Leh,Mobile Radar Unit,Operational,12-Jul-2026,10-Sep-2026,278.0,133,"108,700 INR",Available,83.5
EQ-2093,SILIGURI,Armored Personnel Carrier (APC),Operational,2026-05-04,2026-08-02,,231,75500,Available,88.4
EQ-2153,Jodhpur,Heavy_Tactical_Truck,Operational,2026-06-15,2026-08-14,377.0,146,18500,Critical Shortage,82.0%
EQ-1790,Delhi,Tactical UAV Launcher,Operational,08-Jul-2026,07-Aug-2026,117.0,111,78900,Available,0.9170
EQ-1654,Siliguri,Tactical UAV Launcher,Operational,2026-07-12,2026-08-11,168.0,139,88700,Available,91.3
EQ-1570,Kanpur,Field Diesel Generator,Out of Service,2026-07-02,2026-08-16,327.0,238,107500,Available,27.2
EQ-1043,Jodhpur,Field Diesel Generator,operational,18/07/2026,01/09/2026,333.0,253,48500,Available,84.5
EQ-1372,Lucknow,Field Diesel Generator,operational,31-Jul-2026,14-Sep-2026,401.0,289,62100,Available,89.4
EQ-1390,Jodhpur,Field Diesel Generator,Operational,07-08-2026,08-22-2026,328.0,225,52900,Available,93.4
EQ-2187,Siliguri,Heavy Tactical Truck,Out of Service,2026-07-07,2026-09-05,371.0,130,"36,800 INR",Available,21.6
EQ-1376,Leh,Heavy_Tactical_Truck,operational,2026-07-17,2026-09-15,339.0,140,16700,Available,87.6
EQ-1758,  Kanpur   ,Armored Personnel Carrier (APC),Operational,09-06-2026,07-09-2026,1089.0,204,81300,,82.3
EQ-1256,Pune,Heavy Tactical Truck,Operational,29/07/2026,27/09/2026,439.0,153,20300,Critical Shortage,86%
EQ-1561,Pune,Field Diesel Generator,Operational,20-Jul-2026,03-Sep-2026,425.0,277,57100,Low,96.7
EQ-1276,  Delhi   ,Armored Personnel Carrier (APC),Operational,2026-07-22,2026-10-20,1097.0,218,74400,Available,81%
EQ-1101,Lucknow,Field Diesel Generator,Operational,2026-07-27,2026-09-10,258.0,175,56700,Low,81.4
EQ-1635,Lucknow,Armored Personnel Carrier (APC),Operational,2026-06-10,2026-09-08,664.0,144,"₹64,200",Low,80.0
EQ-1761,SILIGURI,Heavy Tactical Truck,Operational,06-08-2026,08-07-2026,429.0,149,19100,Available,0.9270
EQ-1173,  Delhi   ,MOBILE RADAR UNIT,Operational,21/07/2026,19/09/2026,444.0,191,130500,Available,93.9
EQ-1359,Bhopal,Heavy_Tactical_Truck,Operational,2026-06-14,2026-08-13,,189,17600,Available,84.1
EQ-2214,LEH,Mobile Radar Unit,Operational,2026-07-04,2026-09-02,548.0,239,161600,Low,83.1
EQ-1646,Kanpur,Field Diesel Generator,Operational,2026-08-04,2026-09-18,331.0,243,52500,Available,94.8
EQ-2017,Bhopal,Heavy Tactical Truck,operational,2026-06-04,2026-08-03,411.0,145,19500,Low,95.9
EQ-2109,LEH,Field Diesel Generator,Operational,2026-07-26,2026-09-09,320.0,222,58100,Available,94.0
EQ-1292,Leh,Artillery Tractor,Operational,2026-07-01,2026-09-14,642.0,170,46500,Available,84.7
EQ-1468,Lucknow,HEAVY TACTICAL TRUCK,Operational,2026-08-05,2026-10-04,568.0,209,22300,Available,88.8
EQ-1913,Kanpur,Field Diesel Generator,Operational,2026-07-12,2026-08-26,429.0,274,55800,Available,89.9
EQ-2036,Delhi,Field Diesel Generator,Operational,2026-06-21,2026-08-05,480.0,354,55200,Available,84%
EQ-1306,Delhi,Field Diesel Generator,operational,2026-07-10,2026-08-24,409.0,267,53600,Available,88.3
EQ-1846,Lucknow,Heavy Tactical Truck,Operational,03-08-2026,02-10-2026,558.0,197,18800,Low,95.5
EQ-2203,  Delhi   ,Field Diesel Generator,Operational,12-07-2026,26-08-2026,410.0,267,47700,Available,85.1
EQ-1311,Kanpur,ARMORED PERSONNEL CARRIER (APC),operational,2026-05-25,2026-08-23,935.0,184,"₹82,900",Available,81.7
EQ-1833,Lucknow,Field Diesel Generator,Operational,04-08-2026,18-09-2026,288.0,199,49700,Critical Shortage,98.0
EQ-1618,bhopal,Heavy Tactical Truck,maintenance,12/06/2026,11/08/2026,564.0,207,26800,Low,57.5
EQ-1447,  Lucknow   ,Heavy Tactical Truck,operational,2026-06-12,2026-08-11,477.0,191,20100,Available,83.5
EQ-1571,Bhopal,Heavy Tactical Truck,Operational,2026-06-30,2026-08-29,480.0,175,19200,Low,96%
EQ-1072,Delhi,Tactical UAV Launcher,Operational,2026-07-29,2026-08-28,286.0,271,106200,Available,96.4
EQ-1895,lucknow,Mobile Radar Unit,operational,2026-06-25,2026-08-24,545.0,264,134400,Available,85.6
EQ-1432,Pune,Artillery Tractor,operational,2026-05-19,2026-08-02,344.0,93,43400,Available,80.6
EQ-2046,LUCKNOW,Mobile Radar Unit,operational,2026-06-06,2026-08-05,510.0,239,136800,Available,96.4
EQ-2142,Pune,Heavy Tactical Truck,Operational,2026-07-12,2026-09-10,635.0,236,Rs. 21100,Available,83.9
EQ-1929,Jodhpur,Heavy Tactical Truck,Operational,2026-07-28,2026-09-26,622.0,245,"21,400 INR",Available,95.4
EQ-1006,Siliguri,Heavy Tactical Truck,Operational,20-07-2026,18-09-2026,410.0,164,19800,Available,96.8
EQ-1015,Siliguri,Heavy Tactical Truck,Operational,2026-07-09,2026-09-07,239.0,97,14600,,87.7
EQ-1196,sILIGURI,heavy tactical truck,Operational,2026-07-12,2026-09-10,502.0,192,17800,,94.6
EQ-1698,Delhi,Field Diesel Generator,Operational,27-Jul-2026,10-Sep-2026,262.0,184,54100,Low,85.1
